# Version: 8600bcfa3c p-2025.12-push-40
# Command Line: C:\Program Files\Coverity\Coverity Static Analysis\bin\cov-analyze --dir C:\coverity-testing\helion-4\idir --strip-path C:\coverity-testing\helion-4 --ticker-mode none --recommended-security-checkers --enable-scan-transparency-data
timer                                                                                     ms      calls
WEBFORMS_DOM                                                                               0          1
RAZOR_SECTIONS                                                                             0          1
BUILD_STRING_GRAPH                                                                         0          1
AUTHZ_STAT                                                                                 0          1
CSRF_STAT                                                                                  0          1
URL_MANIPULATION                                                                           0          3
ANDROID_CAPABILITY_LEAK                                                                    0          1
__CSRF_JAVA_CSHARP                                                                         0          1
__MASS_ASSIGNMENT_JAVA_CSHARP                                                              0          1
__MISSING_AUTHZ_JAVA_CSHARP                                                                0          1
__XSS_STRING_GRAPH                                                                         0          1
DATAFLOW_CALLGRAPH_CHECKER                                                              2404       3611
BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                                   872       1825
__REGEX_INJECTION_BUDA                                                                     0        386
__REGEX_INJECTION_BUDA_PYTHON                                                            124       1445
__HEADER_INJECTION_JS                                                                      0        386
__COOKIE_INJECTION_BUDA_JS                                                                 0        386
__COOKIE_INJECTION_BUDA_PYTHON                                                           111       1445
__PATH_MANIPULATION_BUDA_JS                                                                0        386
__PATH_MANIPULATION_BUDA_NONJS                                                           110       1445
__OS_CMD_INJECTION_BUDA                                                                  110       1445
__OS_CMD_INJECTION_BUDA.TANDEM                                                             0        386
__SCRIPT_CODE_INJECTION_BUDA_JS                                                            0        386
__SCRIPT_CODE_INJECTION_BUDA_NONJS                                                       126       1445
__NOSQL_QUERY_INJECTION_BUDA                                                             142       1445
__NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                        0        386
DOM_XSS                                                                                    0        386
LOCALSTORAGE_MANIPULATION                                                                  0        386
SESSIONSTORAGE_MANIPULATION                                                                0        386
__URL_MANIPULATION_BUDA_DYNAMICS_JS                                                        0        386
__URL_MANIPULATION_BUDA_DYNAMICS_NOJS                                                     63       1445
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                                  0        386
CSS_INJECTION                                                                              0        386
__XSS_BUDA                                                                                94       1445
__XSS_BUDA.TANDEM                                                                          0        386
ANGULAR_EXPRESSION_INJECTION                                                               0        386
__UNSAFE_DESERIALIZATION_BUDA                                                            140       1445
__UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                       0        386
__TEMPLATE_INJECTION_BUDA_JS                                                               0        386
__TEMPLATE_INJECTION_BUDA_PYTHON                                                          93       1445
__HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                     16       1825
__HEADER_INJECTION_BUDA                                                                  156       1445
__OPEN_REDIRECT_BUDA_DYNAMICS                                                            172       1825
UNCHECKED_ORIGIN                                                                           0        383
__SQLI_BUDA_DYNAMICS                                                                      95       1825
MISSING_IFRAME_SANDBOX                                                                     0        383
__SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                       46       1825
__CSRF_BUDA                                                                                0       1825
__MASS_ASSIGNMENT_BUDA                                                                     0        383
__RISKY_CRYPTO_BUDA                                                                        0          1
__INSECURE_RANDOM_BUDA_DYNAMICS                                                           16       1825
__INSECURE_SALT_BUDA                                                                       0       1825
__INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                       0       1825
__MISSING_AUTHZ_BUDA_STATS                                                                 0       1825
__XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                        0        383
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_DYNAMICS_1                                          0          3
__MISSING_AUTHZ_BUDA                                                                       0       3647
DATAFLOW_PREPASS_RESOLUTION_CHECKER                                                        0          1
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS                                             0          1
EL_INJECTION                                                                               0          2
__HEADER_INJECTION_STATICS                                                                 0          2
JAVA_CODE_INJECTION                                                                        0          2
JCR_INJECTION                                                                              0          2
JSP_DYNAMIC_INCLUDE                                                                        0          2
JSP_SQL_INJECTION                                                                          0          2
LDAP_INJECTION                                                                             0          2
__NOSQL_QUERY_INJECTION_STATICS                                                            0          2
OGNL_INJECTION                                                                             0          2
__REGEX_INJECTION_STATICS                                                                  0          2
__SCRIPT_CODE_INJECTION_STATICS                                                            0          2
__SESSION_FIXATION_STATICS                                                                 0          2
__SESSION_FIXATION_STATICS_GO                                                              0          1
TRUST_BOUNDARY_VIOLATION                                                                   0          2
UNKNOWN_LANGUAGE_INJECTION                                                                 0          2
UNRESTRICTED_DISPATCH                                                                      0          2
__UNSAFE_DESERIALIZATION_STATICS                                                           0          2
__UNSAFE_JNI_STATICS                                                                       0          2
UNSAFE_NAMED_QUERY                                                                         0          2
__XPATH_INJECTION_STATICS                                                                  0          2
__XPATH_INJECTION_STATICS_JAVA                                                             0          2
__UNSAFE_REFLECTION_STATICS                                                                0          2
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS                                               0          2
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                         0          2
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                     0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                         0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                        0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                        0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                0          2
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                           0          1
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                          0          2
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                           0          2
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO                                        0          1
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                     0          2
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO                                  0          1
__WEAK_PASSWORD_HASH_BUDA_STATICS                                                          0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                                          0          1
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                                     0          1
__INSECURE_RANDOM_BUDA_STATICS                                                             0          2
__WEAK_GUARD_BUDA_STATICS                                                                  0          1
__OPEN_REDIRECT_BUDA_STATICS                                                               0          1
__OS_CMD_INJECTION_BUDA_STATICS                                                            0          1
__OS_CMD_INJECTION_BUDA_STATICS_TANDEM                                                     0          2
__PATH_MANIPULATION_BUDA_STATICS                                                           0          1
__RISKY_CRYPTO_BUDA_STATICS                                                                0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS                                                         0          1
__SQLI_BUDA_STATICS                                                                        0          1
__SQLI_BUDA_STATICS_GO                                                                     0          1
__SSRF_BUDA_STATICS                                                                        0          1
__TAINT_ASSERT_BUDA_STATICS                                                                0          2
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                                     0          1
__URL_MANIPULATION_BUDA_STATICS                                                            0          1
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH                                                       0          1
__INSUFFICIENT_LOGGING_BUDA_STATICS                                                        0          1
__MOBILE_ID_MISUSE_BUDA_STATICS                                                            0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS                                                   0          2
__UNSAFE_DESERIALIZATION_BUDA_STATICS_JAVA                                                 0          1
TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS_WORMHOLING                                  0          1
EL_INJECTION_WORMHOLING                                                                    0          2
__HEADER_INJECTION_STATICS_WORMHOLING                                                      0          2
JAVA_CODE_INJECTION_WORMHOLING                                                             0          2
JCR_INJECTION_WORMHOLING                                                                   0          2
JSP_DYNAMIC_INCLUDE_WORMHOLING                                                             0          2
JSP_SQL_INJECTION_WORMHOLING                                                               0          2
LDAP_INJECTION_WORMHOLING                                                                  0          2
__NOSQL_QUERY_INJECTION_STATICS_WORMHOLING                                                 0          2
OGNL_INJECTION_WORMHOLING                                                                  0          2
__REGEX_INJECTION_STATICS_WORMHOLING                                                       0          2
__SCRIPT_CODE_INJECTION_STATICS_WORMHOLING                                                 0          2
__SESSION_FIXATION_STATICS_WORMHOLING                                                      0          2
__SESSION_FIXATION_STATICS_GO_WORMHOLING                                                   0          1
TRUST_BOUNDARY_VIOLATION_WORMHOLING                                                        0          2
UNKNOWN_LANGUAGE_INJECTION_WORMHOLING                                                      0          2
UNRESTRICTED_DISPATCH_WORMHOLING                                                           0          2
__UNSAFE_DESERIALIZATION_STATICS_WORMHOLING                                                0          2
__UNSAFE_JNI_STATICS_WORMHOLING                                                            0          2
UNSAFE_NAMED_QUERY_WORMHOLING                                                              0          2
__XPATH_INJECTION_STATICS_WORMHOLING                                                       0          2
__XPATH_INJECTION_STATICS_JAVA_WORMHOLING                                                  0          2
__UNSAFE_REFLECTION_STATICS_WORMHOLING                                                     0          2
__TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS_WORMHOLING                                    0          2
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                               0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                              0          2
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                          0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                              0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING             0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                             0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                               0          1
__UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                     0          2
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                0          1
__XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                               0          2
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                0          2
__REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO_WORMHOLING                             0          1
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                          0          2
__SCRIPT_CODE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_GO_WORMHOLING                       0          1
__WEAK_PASSWORD_HASH_BUDA_STATICS_WORMHOLING                                               0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH_WORMHOLING                               0          1
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET_WORMHOLING                                          0          1
__INSECURE_RANDOM_BUDA_STATICS_WORMHOLING                                                  0          2
__WEAK_GUARD_BUDA_STATICS_WORMHOLING                                                       0          1
__OPEN_REDIRECT_BUDA_STATICS_WORMHOLING                                                    0          1
__OS_CMD_INJECTION_BUDA_STATICS_WORMHOLING                                                 0          1
__OS_CMD_INJECTION_BUDA_STATICS_TANDEM_WORMHOLING                                          0          2
__PATH_MANIPULATION_BUDA_STATICS_WORMHOLING                                                0          1
__RISKY_CRYPTO_BUDA_STATICS_WORMHOLING                                                     0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS_WORMHOLING                                              0          1
__SQLI_BUDA_STATICS_WORMHOLING                                                             0          1
__SQLI_BUDA_STATICS_GO_WORMHOLING                                                          0          1
__SSRF_BUDA_STATICS_WORMHOLING                                                             0          1
__TAINT_ASSERT_BUDA_STATICS_WORMHOLING                                                     0          2
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH_WORMHOLING                          0          1
__URL_MANIPULATION_BUDA_STATICS_WORMHOLING                                                 0          1
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                                            0          1
__INSUFFICIENT_LOGGING_BUDA_STATICS_WORMHOLING                                             0          1
__MOBILE_ID_MISUSE_BUDA_STATICS_WORMHOLING                                                 0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS_WORMHOLING                                        0          2
__UNSAFE_DESERIALIZATION_BUDA_STATICS_JAVA_WORMHOLING                                      0          1
BAD_OVERRIDE                                                                               0          1
MISSING_MOVE_ASSIGNMENT                                                                    0          1
__CONFIG.UNSAFE_SESSION_TIMEOUT_JAVA                                                       0          3
CONFIG.HANA_XS_PREVENT_XSRF_DISABLED                                                       0          3
CONFIG.DEAD_AUTHORIZATION_RULE                                                             0          3
__CONFIG.ENABLED_DEBUG_MODE_DOTNET                                                         0          3
CONFIG.ENABLED_TRACE_MODE                                                                  0          3
CONFIG.ASP_VIEWSTATE_MAC                                                                   0          3
CONFIG.DYNAMIC_DATA_HTML_COMMENT                                                           0          1
SEALED_JAR_ESCAPE                                                                          0          1
GLOBAL_INIT_ORDER                                                                          0          1
INCOMPLETE_DEALLOCATOR                                                                     0          1
UNCAUGHT_EXCEPT                                                                            0          1
__BAD_CERT_VERIFICATION_BRAKEMAN                                                           0          1
DENY_LIST_FOR_AUTHN                                                                        0          1
COOKIE_SERIALIZER_CONFIG                                                                   0          1
__CSRF_BRAKEMAN                                                                            0          1
__DIVIDE_BY_ZERO_BRAKEMAN                                                                  0          1
DYNAMIC_OBJECT_ATTRIBUTES                                                                  0          1
__HARDCODED_CREDENTIALS_BRAKEMAN                                                           0          1
__OPEN_REDIRECT_BRAKEMAN                                                                   0          1
__OS_CMD_INJECTION_BRAKEMAN                                                                0          1
__PATH_MANIPULATION_BRAKEMAN                                                               0          1
RAILS_DEFAULT_ROUTES                                                                       0          1
RAILS_DEVISE_CONFIG                                                                        0          1
RAILS_MISSING_FILTER_ACTION                                                                0          1
__REGEX_INJECTION_BRAKEMAN                                                                 0          1
REGEX_MISSING_ANCHOR                                                                       0          1
__RESOURCE_LEAK_BRAKEMAN                                                                   0          1
__REVERSE_TABNABBING_BRAKEMAN                                                              0          1
RUBY_VULNERABLE_LIBRARY                                                                    0          1
__SCRIPT_CODE_INJECTION_BRAKEMAN                                                           0          1
__SENSITIVE_DATA_LEAK_BRAKEMAN                                                             0          1
SESSION_MANIPULATION                                                                       0          1
__SQLI_BRAKEMAN                                                                            0          1
STRICT_TRANSPORT_SECURITY                                                                  0          1
__TEMPLATE_INJECTION_BRAKEMAN                                                              0          1
__UNSAFE_BASIC_AUTH_BRAKEMAN                                                               0          1
__UNSAFE_DESERIALIZATION_BRAKEMAN                                                          0          1
__UNSAFE_REFLECTION_BRAKEMAN                                                               0          1
UNSAFE_SESSION_SETTING                                                                     0          1
__WEAK_PASSWORD_HASH_BRAKEMAN                                                              0          1
__XSS_BRAKEMAN                                                                             0          1
END_OF_LIFE_RAILS                                                                          0          1
END_OF_LIFE_RUBY                                                                           0          1
SOCKET_ACCEPT_ALL_ORIGINS                                                                  0          1
INSECURE_COMMUNICATION                                                                     0          1
BAD_CERT_VERIFICATION                                                                      0          3
WEAK_PASSWORD_HASH                                                                         0          3
HARDCODED_CREDENTIALS                                                                      0          3
WEAK_GUARD                                                                                 0          1
XSS                                                                                        0          3
SQLI                                                                                       0          3
PATH_MANIPULATION                                                                          0          3
OPEN_REDIRECT                                                                              0          3
OS_CMD_INJECTION                                                                           0          3
UNENCRYPTED_SENSITIVE_DATA                                                                 0          1
MASS_ASSIGNMENT                                                                            0          3
COOKIE_INJECTION                                                                           0          3
HEADER_INJECTION                                                                           0          3
REGEX_INJECTION                                                                            0          3
SESSION_FIXATION                                                                           0          1
NOSQL_QUERY_INJECTION                                                                      0          3
SCRIPT_CODE_INJECTION                                                                      0          3
SENSITIVE_DATA_LEAK                                                                        0          3
RISKY_CRYPTO                                                                               0          3
TAINT_ASSERT                                                                               0          1
UNRESTRICTED_ACCESS_TO_FILE                                                                0          1
TEMPLATE_INJECTION                                                                         0          3
MISSING_AUTHZ                                                                              0          3
UNSAFE_DESERIALIZATION                                                                     0          3
UNSAFE_REFLECTION                                                                          0          1
INSECURE_RANDOM                                                                            0          3
INSECURE_SALT                                                                              0          3
XPATH_INJECTION                                                                            0          1
INSUFFICIENT_LOGGING                                                                       0          3
XML_EXTERNAL_ENTITY                                                                        0          3
TAINTED_ENVIRONMENT_WITH_EXECUTION                                                         0          3
MOBILE_ID_MISUSE                                                                           0          1
REVERSE_TABNABBING                                                                         0          1
CONFIG.UNSAFE_SESSION_TIMEOUT                                                              0          3
CONFIG.ENABLED_DEBUG_MODE                                                                  0          3
JSONWEBTOKEN_UNTRUSTED_DECODE                                                              0          1
UNSAFE_JNI                                                                                 0          1
UNSAFE_BASIC_AUTH                                                                          0          1
UNSAFE_FUNCTIONALITY                                                                       0          1
SSRF                                                                                       0          1
parseBuiltinCheckers                                                                     109          1
sequential initialization                                                               1141          1
Looking for translation units                                                              0          1
Computing links for translation units                                                     16          1
xfer symbol cache                                                                          0          1
Deduplication                                                                              0          1
FirstSourceFiles                                                                           0          1
Computing virtual overrides for structural subtyping                                       0          1
Computing virtual overrides                                                                0          1
Framework Analyzer                                                                       922          1
directive resolution pre-pass: master                                                     16          2
Computing callgraph                                                                       46          1
Topologically sorting functions                                                            0          1
startCalcXrefs                                                                             0          1
run_sigma                                                                               7844          1
Computing node costs                                                                       0          1
Analysis run                                                                          138594          1
loadFromEmit                                                                           16297       7460
finishCalcXrefs                                                                            0          2
callgraph metrics                                                                        141          1
finish_detekt                                                                              0          1
finish_pmd                                                                                 0          1
outputAnnotationsInfoAndDeviationWarnings                                                  0          1
